headline,network,date,overall_duration,title,program_id,timestamps,start_time,end_time,duration,description,reporters
NBC Evening News for 2018-07-15,NBC,2018-07-15,28 minutes long,"Chicago, Illinois / Police Shooting",1127414,05:38:30 pm — 05:40:20 pm,17:38:30,17:40:20,110,"(Helsinki: Lester Holt)  Report introduced.  

(Chicago: Ron Mott)  The protests in Chicago following another police shooting featured; body camera footage of the police confrontation with Harith Augustus, who was armed & protests shown.  [Police Supt. Eddie JOHNSON- comments on the incident & getting the facts.]  Chicago violence & police shootings statistics cited. ","['Lester Holt', 'Ron Mott']"
NBC Evening News for 2018-07-15,NBC,2018-07-15,28 minutes long,"Shooting of Police / Massachusetts, Missouri",1127415,05:40:20 pm — 05:41:50 pm,17:40:20,17:41:50,90,"(Helsinki: Lester Holt)  Report introduced.  

(No location given: Maya Rodriguez)  The shooting of police officers in incidents in Massachusetts & Missouri reviewed; photo shown of officer Mike Chesna, killed in Weymouth; details given about a Kansas City shooting of three officers.  [Weymouth police Chief Richard GRIMES- speaks about Chesna.]  [Kansas City police Chief Rick SMITH- describes what happened to the shooting suspect.] ","['Lester Holt', 'Maya Rodriguez']"
NBC Evening News for 2018-07-15,NBC,2018-07-15,28 minutes long,Europe / Airplane Scare,1127416,05:41:50 pm — 05:43:00 pm,17:41:50,17:43:00,70,"(Helsinki: Lester Holt)  Report introduced.  

(London: Gadi Schwartz)  The mid-air emergency on a Ryanair plane flight due to depressureization reviewed; scenes shown from inside the plane flight from Ireland to Croatia. [Passenger Roxanne BROWNLEE- describes what happened.] ","['Lester Holt', 'Gadi Schwartz']"
NBC Evening News for 2018-07-15,NBC,2018-07-15,28 minutes long,France / World Cup,1127417,05:43:00 pm — 05:43:30 pm,17:43:00,17:43:30,30,(Helsinki: Lester Holt)  The celebrations in France after the World Cup soccer win over Croatia reported; scenes shown from Paris & Moscow. ,['Lester Holt']
NBC Evening News for 2018-07-15,NBC,2018-07-15,28 minutes long,Tennis / Wimbledon,1127418,05:43:30 pm — 05:43:40 pm,17:43:30,17:43:40,10,(Helsinki: Lester Holt)  The Wimbledon tennis victory of Novak Djokovic over Kevin Anderson shown. ,['Lester Holt']
NBC Evening News for 2018-07-15,NBC,2018-07-15,28 minutes long,Upcoming Items & COMMERCIALS: trivago; Visionworks; Liberty Mutual; Ocuvite; Oscar Mayer; TD Ameritrade; Alzheimer's Assn.,1127419,05:43:40 pm — 05:46:20 pm,17:43:40,17:46:20,160,,[]
NBC Evening News for 2018-07-15,NBC,2018-07-15,28 minutes long,"San Diego, California / Frozen Zoo / Technology",1127420,05:46:20 pm — 05:48:50 pm,17:46:20,17:48:50,150,"(Helsinki: Lester Holt)  Report introduced.  

(San Diego: Matt Bradley)  The program at the San Diego Zoo to preserve animal species by freezing DNA from 10,000 different animals featured; scenes shown from the ""Frozen Zoo""; details given about the extinction rate of vertebrates.  [Lab manager Oliver RIDER&nbsp- talks about the genetic mission.]  [San Diego Zoo Conservation Genetics researcher Marlys HOUCK- shows a northern white rhino specimen.]  [Zoo's Dr. Barbara DURRANT- talks about the advanced technology to save a species via human intervention to reverse damage done by man.] ","['Lester Holt', 'Matt Bradley']"
NBC Evening News for 2018-07-15,NBC,2018-07-15,28 minutes long,"Upcoming Items & COMMERCIALS: Wayfair; Farmers; Humira; ""Today""",1127421,05:48:50 pm — 05:51:20 pm,17:48:50,17:51:20,150,,[]
NBC Evening News for 2018-07-15,NBC,2018-07-15,28 minutes long,Britain / Prince Louis,1127422,05:51:20 pm — 05:51:30 pm,17:51:20,17:51:30,10,(Helsinki: Lester Holt)  Photos from the christening of Britain's royal Prince Louis shown. ,['Lester Holt']
NBC Evening News for 2018-07-15,NBC,2018-07-15,28 minutes long,Movies: Casting Controversy / Transgender Roles,1127423,05:51:30 pm — 05:53:30 pm,17:51:30,17:53:30,120,"(Helsinki: Lester Holt)  Report introduced.  

(Hollywood: Steve Patterson)  The controversy over the casting of actress Scarlett Johansson in a transgender role in a film about Dante ""Tex"" Gill, who was born a woman, the led to her stepping away from her role after a backlash examined; her statement quoted.  [""Los Angeles Times"" film reporter Tre'vell ANDERSON- comments on the response.--that we still feel transgender people are not real.]  The trend of roles played by cisgender actors portraying transgender characters noted.  [Transgender actor Miles JOSEPHSON&nbsp- says we get few auditions.] ","['Lester Holt', 'Steve Patterson']"
NBC Evening News for 2018-07-15,NBC,2018-07-15,28 minutes long,"Upcoming Items & COMMERCIALS: Alzheimer's Assn.; Bayer; Oscar Mayer; Biotene; Depend; Geico; ""Today""",1127424,05:53:30 pm — 05:55:50 pm,17:53:30,17:55:50,140,,[]
NBC Evening News for 2018-07-15,NBC,2018-07-15,28 minutes long,Matthias Death,1127425,05:55:50 pm — 05:58:10 pm,17:55:50,17:58:10,140,"(Helsinki: Lester Holt)  Report introduced.  

(No location given: Blake McCoy)  The death of 5-year-old Garrett Matthias from pediatric cancer featured; scenes shown from his life in Iowa & from his funeral featuring bouncy houses, super heroes & snow cones as per his own obituary.  [Parents Ryan & Emily MATTHIAS&nbsp- talk about Garrett's life.] ","['Lester Holt', 'Blake McCoy']"
NBC Evening News for 2018-07-15,NBC,2018-07-15,28 minutes long,Good Night,1127426,05:58:10 pm — 05:58:10 pm,17:58:10,17:58:10,0,,[]
ABC Evening News for 2018-07-16,ABC,2018-07-16,29 minutes long,"Preview/Introduction	David Muir (Helsinki, Finland)",1127427,05:30:00 pm — 05:31:50 pm,17:30:00,17:31:50,110,,[]
ABC Evening News for 2018-07-16,ABC,2018-07-16,29 minutes long,US-Russia Relations / Trump-Putin Summit,1127428,05:31:50 pm — 05:44:30 pm,17:31:50,17:44:30,760,"(Helsinki: David Muir)  Report introduced.  

(Helsinki: Terry Moran)  The reverberations after the summit in Finland between President Trump & Russian President Vladimir Putin, who met alone for two hours, examined; scenes shown of the two men at the press conference.  [In response to Reuters Jeff Mason, TRUMP&nbsp- says he holds both countries responsible with the US being foolish & there was no collusion.]  [PUTIN&nbsp- {thru reporter's translation} says there are no facts of collusion; that special counsel former FBI director Robert Mueller can watch the interrogations in Russia.]  [TRUMP&nbsp- responds to Putin's offer.]  [In response to AP's Jonathan Lemire, TRUMP&nbsp- says Putin says it is not Russia: a strong denial.]  [PUTIN&nbsp- {thru reporter's translation} says he wanted Trump to win; denies knowledge about Trump.]  [TRUMP&nbsp- calls FBI agent Peter Strzok a disgrace: witchhunt.]  How we will never know what was talked about by the two & the BBC headline discussed.  

(Helsinki: David Muir)  Report introduced.  

(Washington: Pierre Thomas)  The backlash from the US intelligence community after Trump's rebuke in the press conference with Putin examined; details given about the Mueller indictment of 12 Russian military officers for hacking into Hillary Clinton's offices.  [TRUMP&nbsp- says Putin says it is not Russia: a strong denial.]  [Representative Trey GOWDY&nbsp- asks about the interfering Russians.]  Tweet from Clinton & statements from national intelligence dir. Dan Coats about Russia & former CIA dir. John Brennan critical of Trump quoted.  

(Helsinki: David Muir)  Report introduced.  

(White House: Jonathan Karl)  The fierce reaction from Republicans & Fox News to Trump's press conference reviewed; Senators Ben Sasse & John McCain & Newt Gingrich quoted.  [Senator Jeff FLAKE&nbsp- calls it shameful for throwing the intelligence committee under the bus.]  [Senator Bob CORKER&nbsp- says his comments made us look like a pushover.]  [Senator Chuck SCHUMER&nbsp- suggests Putin has something on Trump.]  The reaction of the White House with Trump tweet quoted discussed.  

(Helsinki: David Muir)  The FBI arrest of Russian Maria Butina for acting as a Kremlin agent reported. ","['David Muir', 'Terry Moran', ""a strong denial.]  [PUTIN&nbsp- {thru reporter's translation} says he wanted Trump to win; denies knowledge about Trump.]  [TRUMP&nbsp- calls FBI agent Peter Strzok a disgrace"", 'Pierre Thomas', 'a strong denial.]  [Representative Trey GOWDY&nbsp- asks about the interfering Russians.]  Tweet from Clinton & statements from national intelligence dir. Dan Coats about Russia & former CIA dir. John Brennan critical of Trump quoted.  \n\n(Helsinki', 'Jonathan Karl', 'David Muir']"
ABC Evening News for 2018-07-16,ABC,2018-07-16,29 minutes long,Hawaii / Kilauea Volcano,1127429,05:44:30 pm — 05:45:40 pm,17:44:30,17:45:40,70,"(Helsinki: David Muir)  Report introduced.  

(Los Angeles: Will Carr)  A lava bomb from the Kilauea volcano that hit a tourist boat in Hawaii featured; scenes shown of the explosion that damaged the boat.  [Witness Glanda FAY, Hawaii County fire dept. Batt. Chief Matthias KUSCH- describe what happened & the injuries.] ","['David Muir', 'Will Carr']"
ABC Evening News for 2018-07-16,ABC,2018-07-16,29 minutes long,Severe Weather ,1127430,05:45:40 pm — 05:46:40 pm,17:45:40,17:46:40,60,"(Helsinki: David Muir)  The storms in the East & the heat & wildfires in the West reported.  

(New York: Ginger Zee)  The heat wave in the West & heat & rain on the East coast reported; weather maps shown.   ","['David Muir', 'Ginger Zee']"
ABC Evening News for 2018-07-16,ABC,2018-07-16,29 minutes long,Upcoming Items & COMMERCIALS: Prolia; 1-800-quit-now; Echo; MiraLAX.,1127431,05:46:40 pm — 05:49:10 pm,17:46:40,17:49:10,150,,[]
ABC Evening News for 2018-07-16,ABC,2018-07-16,29 minutes long,"Chicago, Illinois / Race Incident",1127432,05:49:10 pm — 05:50:20 pm,17:49:10,17:50:20,70,"(Helsinki: David Muir)  Report introduced.  

(New York: Paula Faris)  The incident in Chicago in which a CVS clerk, Morry Matson, called police when a black woman, Camilla Hudson, tried to redeem a coupon examined; cell phone video shown.  [CVS customer HUDSON&nbsp- describes what happened.]  ","['David Muir', 'Paula Faris']"
ABC Evening News for 2018-07-16,ABC,2018-07-16,29 minutes long,Upcoming Items & COMMERCIALS: Verzenio; Ensure; Dr. Scholl's; Humira.,1127433,05:50:20 pm — 05:53:40 pm,17:50:20,17:53:40,200,,[]
ABC Evening News for 2018-07-16,ABC,2018-07-16,29 minutes long,Index of Other News,1127434,05:53:40 pm — 05:54:10 pm,17:53:40,17:54:10,30,(Helsinki: David Muir)  A brief look at news stories with video often shown: the chain reaction school bus crash; the manhunt in North Carolina after deputy Jordan Sherrill was shot; the computer crash on Amazon's annual Prime Day. ,['David Muir']
ABC Evening News for 2018-07-16,ABC,2018-07-16,29 minutes long,Upcoming Items & COMMERCIALS: Aleve; Xeljanz; 1-800-quit-now; PreserVision; Linzess; News 2.,1127435,05:54:10 pm — 05:57:40 pm,17:54:10,17:57:40,210,,[]
ABC Evening News for 2018-07-16,ABC,2018-07-16,29 minutes long,"World Cup / France, 2026",1127436,05:57:40 pm — 05:58:40 pm,17:57:40,17:58:40,60,(Helsinki: David Muir)  The reaction in France to winning soccer's World Cup featured; scenes shown from Moscow; details given about the 2026 World Cup coming to  North America. ,['David Muir']
ABC Evening News for 2018-07-16,ABC,2018-07-16,29 minutes long,Good Night,1127437,05:58:40 pm — 05:58:40 pm,17:58:40,17:58:40,0,,[]
CNN Evening News for 2018-07-16,CNN,2018-07-16,about 1 hour long,"Introduction/Preview	Anderson Cooper (Helsinki, Finland)",1127438,07:00:20 pm — 07:00:30 pm,19:00:20,19:00:30,10,,[]
CNN Evening News for 2018-07-16,CNN,2018-07-16,about 1 hour long,US-Russia Relations / Trump-Putin Summit / Peters Discussion,1127439,07:00:30 pm — 07:18:20 pm,19:00:30,19:18:20,1070,"(Helsinki: Anderson Cooper)  A Keeping Them Honest look at the summit in Finland between President Trump & Russian President Vladimir Putin, where Trump sided with Putin over his own intelligence community, introduced; scenes shown of the two men at the press conference.  [In response to a question,  TRUMP&nbsp- says he wonders why the FBI did not take the server & Putin says it was not Russia {that meddled.}.]  A statement from national intelligence  dir. Dan Coats about Russia undermining our democracy quoted.  [On Friday, COATS&nbsp- says Russia continues to undermine our democracy.]  [Deputy attorney general Rod ROSENSTEIN&nbsp- indicts the 12 Russians for interfering in the 2016 election.]  [Dec. 15, 2017, voice of Secretary of Defense Gen. James MATTIS&nbsp- says Russia interfered.]  How Trump cannot accept the Russian role noted.  [Today, TRUMP&nbsp- holds both countries responsible with the US being foolish & there was no collusion.]  [Vice President Mike PENCE&nbsp- says the president will put America first.]  How Trump is not keeping America first noted  

(Helsinki: Anderson Cooper; Helsinki: Jim Acosta)  The reaction of the White House to what was said in the press conference with White House talking points quoted, Trump's rant about Hillary Clinton's server, how Trump essentially dictated Putin's talking points discussed.  

(Helsinki: Anderson Cooper)  How Trump can attack allies British Prime Minister Theresa May, German Chancellor Angela Merkel & Canada Prime Minister Justin Trudeau noted.  Live discussion held with CNN's retired Army Lt. Col. Ralph Peters about Trump at the summit.  [PETERS&nbsp- offers views on how Trump got beat up in this debacle: a disgrace to the presidency by betraying our country, how Russia spies on everybody, how the president licked Putin's boots.] ","['Anderson Cooper', 'Anderson Cooper; Helsinki', 'Anderson Cooper']"
CNN Evening News for 2018-07-16,CNN,2018-07-16,about 1 hour long,Upcoming Items & COMMERCIALS: trulicity; Verizon; Men's Wearhouse.,1127440,07:18:20 pm — 07:20:40 pm,19:18:20,19:20:40,140,,[]
CNN Evening News for 2018-07-16,CNN,2018-07-16,about 1 hour long,US-Russia Relations / Trump-Putin Summit / A Discussion,1127441,07:20:40 pm — 07:32:40 pm,19:20:40,19:32:40,720,"(Helsinki: Anderson Cooper; Helsinki: Matthew Chance)  The reaction in Moscow to the press conference after the summit in Finland between President Trump & Russian President Vladimir Putin with foreign minister Sergey Lavrov quoted about the political success, how Trump took the side of Putin over his own intelligence agency, the fourth anniversary of the plane shootdown not addressed discussed.  

(Helsinki: Anderson Cooper)  Live discussion held with CNN's Christiane Amanpour, David Gergen retired Adm. John Kirby about the summit.  [AMANPOUR, GERGEN, KIRBY&nbsp- offer views on this ""massive train wreck,"" how Trump needs a political education, what Trump may have said face-to-face with Putin with a possible secret deal, how this was the worst day in the Trump presidency since Charlottesville, there was no diplomacy done today, how the president allowed himself to be trapped, what could have been done with Trump standing up to Putin, but he did not prepare for the meeting.]  Other material: [In Fox interview with Chris Wallace, PUTIN {thru translator}&nbsp- says Russia has never interfered with the US election.] ","['Anderson Cooper; Helsinki', 'Anderson Cooper']"
CNN Evening News for 2018-07-16,CNN,2018-07-16,about 1 hour long,"Upcoming Items & COMMERCIALS: Otezla; Applebees; CNN ""The Axe Files""; Reelz; DirecTV; CNN ""New Day""",1127442,07:32:40 pm — 07:36:00 pm,19:32:40,19:36:00,200,,[]
CNN Evening News for 2018-07-16,CNN,2018-07-16,about 1 hour long,US-Russia Relations / Trump-Putin Summit / Reed Interview,1127443,07:36:00 pm — 07:42:10 pm,19:36:00,19:42:10,370,"(Helsinki: Anderson Cooper)  The reaction to President Trump's remarks after his summit in Finland with Russian President Vladimir Putin introduced.  [Senators Marco RUBIO, Bob CORKER, Representative Will HURD&nbsp- offer views on the evidence against Russia, what the press conference showed about Trump & Putin.]  A list of Republicans in Congress who have been critical of the president outlined on screen.    

(Helsinki: Anderson Cooper)  Live discussion held with Senator  Jack Reed about Trump.  [REED&nbsp- calls what Trump said outrageous undercutting the intelligence community while defending the Russian autocrat; comments on what might have been said in their one-on-one talks, the issue of how we move forward now.] ","['Anderson Cooper', 'Anderson Cooper']"
CNN Evening News for 2018-07-16,CNN,2018-07-16,about 1 hour long,"Upcoming Items & COMMERCIALS: Harrys.com; Visionworks; USAA; TD Ameritrade; ""Cuomo Prime Time""; freedomdebtrelief; CNN ""The 2000s""",1127444,07:42:10 pm — 07:46:40 pm,19:42:10,19:46:40,270,,[]
CNN Evening News for 2018-07-16,CNN,2018-07-16,about 1 hour long,US-Russia Relations / Spy Charges,1127445,07:46:40 pm — 07:48:40 pm,19:46:40,19:48:40,120,"(Helsinki: Anderson Cooper; Washington: Sara Murray)  The spying charges against Russian Maria Butina, who has ties to the NRA, & tried to establish back channel relations with Donald Trump & other politicians, how it is separate from the investigation by special counsel former FBI director Robert Mueller discussed. ",['Anderson Cooper; Washington']
CNN Evening News for 2018-07-16,CNN,2018-07-16,about 1 hour long,US-Russia Relations / Trump-Putin Summit / Clapper Discussion,1127446,07:48:40 pm — 07:52:50 pm,19:48:40,19:52:50,250,"(Helsinki: Anderson Cooper)  Two newspaper headlines following President Trump remarks after his summit in Finland with Russian President Vladimir Putin shown; a statement from former CIA head John Brennan about Trump's actions being treasonous quoted.  Live discussion held {by phone} with CNN's former national intelligence dir. James Clapper.  [CLAPPER&nbsp- offers views on Trump's incompetence & gullibility in aiding Putin, that only the president can infuse the sense of urgency about how Russia is undermining our system, on what Trump may have agreed to in their private discussion.]   ",['Anderson Cooper']
CNN Evening News for 2018-07-16,CNN,2018-07-16,about 1 hour long,"Upcoming Items & COMMERCIALS: Men;s Wearhouse; Humira; Honda; Office Depot; CNN ""The 2000s""; PCMatic; CNN ""The History of Comedy""",1127447,07:52:50 pm — 07:56:40 pm,19:52:50,19:56:40,230,,[]
CNN Evening News for 2018-07-16,CNN,2018-07-16,about 1 hour long,US-Russia Relations / Trump-Putin Summit ,1127448,07:56:40 pm — 08:00:40 pm,19:56:40,20:00:40,240,"(Helsinki: Anderson Cooper)  The anchor's reaction to President Trump's remarks after his summit in Finland with Russian President Vladimir Putin reviewed.  [Earlier, Anderson COOPER&nbsp- calls this a disgraceful performance by an American president.]  [In 1985, President Ronald REAGAN&nbsp- tells Soviet leader Mikhail Gorbachev to open this gate & tear down this wall.]  A statement from Senator John McCain calling this ""disgraceful"" quoted.  The start of a daily interactive newscast on Facebook noted. ",['Anderson Cooper']
CNN Evening News for 2018-07-16,CNN,2018-07-16,about 1 hour long,Good Night,1127449,08:00:40 pm — 08:00:40 pm,20:00:40,20:00:40,0,,[]
ABC Evening News for 2018-07-17,ABC,2018-07-17,29 minutes long,Preview/Introduction	David Muir (New York),1127576,05:30:00 pm — 05:31:20 pm,17:30:00,17:31:20,80,,[]
ABC Evening News for 2018-07-17,ABC,2018-07-17,29 minutes long,US-Russia Relations / Trump-Putin Summit / Revision,1127577,05:31:20 pm — 05:38:50 pm,17:31:20,17:38:50,450,"(Studio: David Muir)  Report introduced.  

(White House: Jonathan Karl)  The retreat by President Trump from his statements at the disastrous press conference after the summit with Russian President Vladimir Putin featured; scenes shown.  [TRUMP&nbsp- reads statement in support of US intelligence agencies, that the wording is not ""would"" but ""wouldn't"", accepts our intelligence community conclusions that Russia meddled in the 2016 election.]  [Yesterday, TRUMP&nbsp- says Putin denies it is Russia & that Putin is strong in his denial.]  Trump's criticism of our NATO allies & his position on Putin that has been roundly criticized discussed.  

(Studio: David Muir)  Report introduced.  

(White House: Kyra Phillips}  The backlash to the summit from Congress examined.  [Senators Mark WARNER, Mitch McCONNELL, Speaker of the House Paul RYAN&nbsp- reacts to Trump on Putin.]  [In South Africa, former President OBAMA&nbsp- comments on people just making stuff up in politics.]  [Yesterday, TRUMP&nbsp- says Putin offered to have our people work with his people....]  The reaction of the Justice Department to Putin's offer about the 12 indicted Russians discussed.  

(Studio: David Muir)  A statement from the National Assn. of Secretaries of State about Russian targeting of all 50 states in the elections quoted. ","['David Muir', 'Jonathan Karl', 'David Muir', ""Kyra Phillips}  The backlash to the summit from Congress examined.  [Senators Mark WARNER, Mitch McCONNELL, Speaker of the House Paul RYAN&nbsp- reacts to Trump on Putin.]  [In South Africa, former President OBAMA&nbsp- comments on people just making stuff up in politics.]  [Yesterday, TRUMP&nbsp- says Putin offered to have our people work with his people....]  The reaction of the Justice Department to Putin's offer about the 12 indicted Russians discussed.  \n\n(Studio""]"
ABC Evening News for 2018-07-17,ABC,2018-07-17,29 minutes long,Severe Weather ,1127578,05:38:50 pm — 05:41:00 pm,17:38:50,17:41:00,130,"(Studio: David Muir)  Report introduced.  

(New York: Gio Benitez)  The storms in the East with flash flooding reviewed; scenes shown of flood waters in the Northeast, including New York City.  [WABC-TV meteorologist Lee GOLDBERG- comments on the weather.]  

(Studio: David Muir, Ginger Zee)  The weather forecast for rain with heat in the West discussed; weather maps shown.   ","['David Muir', 'Gio Benitez', 'David Muir, Ginger Zee']"
ABC Evening News for 2018-07-17,ABC,2018-07-17,29 minutes long,West / Wildfires,1127579,05:41:00 pm — 05:41:20 pm,17:41:00,17:41:20,20,(Studio: David Muir)  The status of the Ferguson wildfire in California outside Yosemite National Park updated; scenes shown. ,['David Muir']
ABC Evening News for 2018-07-17,ABC,2018-07-17,29 minutes long,"Las Vegas, Nevada / Police Shootout",1127580,05:41:20 pm — 05:43:10 pm,17:41:20,17:43:10,110,"(Studio: David Muir)  Report introduced.  

(Los Angeles: Matt Gutman)  A high-speed police shootout on the streets of Las Vegas featured; scenes shown from inside the pursuing police car that is under & returning fire with another car.  The investigation of the shooting discussed, ","['David Muir', 'Matt Gutman']"
ABC Evening News for 2018-07-17,ABC,2018-07-17,29 minutes long,US-Russia Relations / Butina Arrest,1127581,05:43:10 pm — 05:45:20 pm,17:43:10,17:45:20,130,"(Studio: David Muir)  Report introduced.  

(Washington: Pierre Thomas)  The arrest of Russian gun rights advocate Maria Butina for trying to set up back channel contacts with US politicians to infiltrate & manipulate examined; photos of Butina & her questioning Donald Trump in 2015 at a conference shown. ","['David Muir', 'Pierre Thomas']"
ABC Evening News for 2018-07-17,ABC,2018-07-17,29 minutes long,Upcoming Items & COMMERCIALS: Xeljanz; Amazon; Glucerna; 1-800-quit-now; Dr. Scholl's.,1127582,05:45:20 pm — 05:47:50 pm,17:45:20,17:47:50,150,,[]
ABC Evening News for 2018-07-17,ABC,2018-07-17,29 minutes long,Your Money (Amazon Prime Day),1127583,05:47:50 pm — 05:49:10 pm,17:47:50,17:49:10,80,"(Studio: David Muir)  Report introduced.  

(Studio: Rebecca Jarvis)  The chaos that was Amazon's Prime Day examined; details given about special offers from competitors like ebay & Target.  The deal website camelcamelcamel discussed. ","['David Muir', 'Rebecca Jarvis']"
ABC Evening News for 2018-07-17,ABC,2018-07-17,29 minutes long,Upcoming Items & COMMERCIALS: Humira; Ocuvite; Heinz; Advil; Purina; Neulasta.,1127584,05:49:10 pm — 05:52:30 pm,17:49:10,17:52:30,200,,[]
ABC Evening News for 2018-07-17,ABC,2018-07-17,29 minutes long,Index of Other News,1127585,05:52:30 pm — 05:53:20 pm,17:52:30,17:53:20,50,"(Studio: David Muir)  A brief look at news stories with video often shown: the lawsuit brought by the MGM Resorts against victims of the las Vegas mass shooting; the arrest in Houston of Jose Rodriguez after a shooting spree; a gas plant explosion in Bellville, Texas; a deadly plane collision over the Florida Everglades. ",['David Muir']
ABC Evening News for 2018-07-17,ABC,2018-07-17,29 minutes long,Upcoming Items & COMMERCIALS: Aleve; PreserVision; TD Ameritrade; 1-800-quit-now; Tremfya; Ford; Salonpas; News 2.,1127586,05:53:20 pm — 05:57:00 pm,17:53:20,17:57:00,220,,[]
ABC Evening News for 2018-07-17,ABC,2018-07-17,29 minutes long,America Strong (Walter Carr),1127587,05:57:00 pm — 05:58:30 pm,17:57:00,17:58:30,90,"(Studio: David Muir)  The story of Walter Carr of Honewood, Alabama, who walked 20 miles to his first day on the job with a moving company, presented; scenes shown of his boss, Luke Marklin of Bellhops, then giving him a car. ",['David Muir']
ABC Evening News for 2018-07-17,ABC,2018-07-17,29 minutes long,Good Night,1127588,05:58:30 pm — 05:58:30 pm,17:58:30,17:58:30,0,,[]
CNN Evening News for 2018-07-17,CNN,2018-07-17,about 1 hour long,Introduction/Preview	Anderson Cooper (New York),1127589,07:00:10 pm — 07:00:20 pm,19:00:10,19:00:20,10,,[]
CNN Evening News for 2018-07-17,CNN,2018-07-17,about 1 hour long,S-Russia Relations / Trump-Putin Summit / The Clarification / Hurd Interview / A Discussion,1127590,07:00:20 pm — 07:23:20 pm,19:00:20,19:23:20,1380,"(Studio: Anderson Cooper)  A Keeping Them Honest look at what President Trump is saying about Russia during and after the summit in Helsinki with Russian President Vladimir Putin introduced; scenes shown from today's meeting at the White House.  [At summit press conference, TRUMP&nbsp- says I don't see why Russia would be meddling; that Putin denies it.]  [Today, TRUMP&nbsp- says that the wording is not ""would"" but ""wouldn't"".]  The tweet in response from former CIA director Michael Hayden filled with laughing emojis quoted.  What could have been done earlier to explain what Trump meant noted.  [TRUMP&nbsp- reads statement in support of US intelligence agencies' conclusions about Russian meddling, but it could be other people also.]  [Seven times in 2016 & 2017  TRUMP&nbsp- says there could be hacking beyond Russia or China or somebody.]  [On Monday, in response to question, TRUMP&nbsp- says the US has been foolish & we are all to blame.]  

(Studio: Anderson Cooper)  Earlier discussion held with Representative Will Hurd about Trump's positions.  [HURD&nbsp- offers views on Trump's explanations today, his need for support of the intelligence community, the confusions created with our allies, who are concerned about the US role in NATO & in the world, the need for a clear strategy for the administration & his staff.]  

(Studio: Anderson Cooper)  The changes in the prepared clarifying statement Trump read today noted.  Live discussion held with CNN's Jeffrey Toobin, Carl Bernstein & Gloria Borger about Trump.  [BERNSTEIN, TOOBIN, BORGER&nbsp- offer views on the wave of Republicans saying Trump cannot be entrusted with the security of the US, the question as to why is Trump failing to see Russia is a bad actor, how today was like a ""hostage video,"" can the translator be debriefed so we know what he said to Putin, Trump's idea of the word change, how we are not watching a ""stable genius"" handling foreign policy, the lack of alarm about what is happening with Russia: how Trump caved with Putin despite the indictments of Russians for meddling, the questuoning at the summit from reporters from Reuters & the AP.] ","['Anderson Cooper', 'Anderson Cooper', 'Anderson Cooper']"
CNN Evening News for 2018-07-17,CNN,2018-07-17,about 1 hour long,Upcoming Items & COMMERCIALS: trulicity; Geico; Salonpas; NeedToImpeach.com; Mercedes-Benz.,1127591,07:23:20 pm — 07:27:30 pm,19:23:20,19:27:30,250,,[]
CNN Evening News for 2018-07-17,CNN,2018-07-17,about 1 hour long,"US-Russia Relations / Trump-Putin Summit / The Clarification / Friedman Discussion (Studio: Anderson Cooper)  Live discussion held with ""New York Times"" columnist To Friedman about President Trump's explanations about what he said at the summit with Russian President Vladimir Putin.  [FRIEDMAN&nbsp- offers views on the problems with his summit with the Russian leader in which he ingratiated himself with Putin: ""dictatorship envy"" that is embarrassing, how he hard been getting away with stuff ever since the tax returns issue, how he is treasonous or a twisted narcissist.]",1127592,07:27:30 pm — 07:32:50 pm,19:27:30,19:32:50,320,,[]
CNN Evening News for 2018-07-17,CNN,2018-07-17,about 1 hour long,"Upcoming Items & COMMERCIALS: Honda; Verzenio; CNN ""The 2000s""; Sleep Number; DirecTV; CNN ""The Axe Files""",1127593,07:32:50 pm — 07:36:40 pm,19:32:50,19:36:40,230,,[]
CNN Evening News for 2018-07-17,CNN,2018-07-17,about 1 hour long,US-Russia Relations / Trump-Putin Summit / The Clarification  / A Discussion,1127594,07:36:40 pm — 07:44:30 pm,19:36:40,19:44:30,470,"(Studio: Anderson Cooper)  [In response to reporter's question, Speaker of the House Paul RYAN&nbsp- says he does not agree with former CIA director John Brennan that President Trump's actions at the summit was treasonous.]  

(Studio: Anderson Cooper)  Live discussion held with CNN's Max Boot & Eurasia Group president Ian Bremmer about Trump.  [BOOT&nbsp- offers views on the issue of whether Russian President Vladimir Putin has something on the president, how Trump is siding with a despot against his own intelligence community, the world reaction to Trump.]  The definition of ""treason"" quoted.  [BREMMER&nbsp- offers views on why treason does not apply to Trump: using the term is a mistake because it is incendiary language, that he cannot stop the investigation by special counsel former FBI director Robert Mueller but he ""seems so in the bag"" with Putin.]   ","['Anderson Cooper', 'Anderson Cooper']"
CNN Evening News for 2018-07-17,CNN,2018-07-17,about 1 hour long,"Upcoming Items & COMMERCIALS: Hotwire; ExxonMobil; Office Depot; ""Cuomo Prime Time""; PCMatic; CNN ""The 2000s""",1127595,07:44:30 pm — 07:47:10 pm,19:44:30,19:47:10,160,,[]
